"TYPE","meanwp","meanct","meanwc"
"AH3",1.98403185264635,18.2927575231235,2.0752033252283
"BYam",1.75742299343112,14.9496356831295,2.77721947661081
"AH3",1.62128159563979,20.247147545972,2.27271207979879
"AH3",1.6992749122704,14.9606108160289,2.7966607300287
"BYam",1.82932420531773,15.0834435971843,2.70610076065184
"AH3",1.35761066957494,21.2340225265359,13.7147823149751
"AH3",1.83197103266153,19.7935344050521,2.24334359108328
"AH3",7.16134062190249,18.9468565998327,7.12784063968703
"AH3",2.52710935670824,18.2406213695396,6.10345728083565
"AH3",3.65792739603845,19.2131887865143,7.04508674796213
"AH3",1.46427808551916,20.2235338465654,2.30399581559529
"BYam",1.81668301298281,20.2901270226011,2.54103936266184
"AH3",4.79984850717454,17.40167054035,2.50155679961914
"BYam",1.87684625929085,19.9348216793616,2.53628192811506
"BYam",3.62780603723578,16.4318613856468,8.77191644789974
"BYam",1.97161190158106,16.2045679624604,6.68639786369256
"AH3",1.7949654227502,20.5671781073518,2.84874163187335
"AH3",1.92917400405606,17.453578496508,4.2011087561193
"BYam",2.58611036574849,16.9772938562267,4.20689162671509
"BYam",1.68976807512496,20.259866803373,2.7204530976438
"AH3",1.80167476798024,14.3520136493904,7.56284220753694
"BYam",2.02965117972883,17.5583387818805,3.63097261854979
"BYam",2.91193636317527,15.1616234409554,8.83014272877453
"BYam",1.92094318375255,22.4879026378743,4.59766515221837
"BYam",2.74852881560193,25.3797559726457,7.09883804011343
"AH3",2.2847824435194,19.7982110679903,2.45359275081556
"BYam",1.78875574786331,17.1394378872571,3.41155652855291
"AH3",1.08903348631605,18.6226588971203,11.6541253978394
"AH3",1.72131587634357,19.9144121613368,2.44895577247841
"BYam",2.76740254948031,20.5030470112403,7.99481029338324
"BYam",1.80513707453862,12.9244058410986,2.71720581726119
"BYam",2.33052214880792,21.0878277036378,5.43251696105889
"AH3",4.2074965869185,18.3211293150301,11.2374297860719
"BYam",1.74942146024794,20.8502452576855,2.71868016536037
"BYam",1.80570692908032,18.0970490264953,2.71687357621547
"AH3",1.73404081903251,19.825616479837,2.12634480680641
"AH3",2.26345797628933,20.1085422025811,2.26520688288326
"AH3",2.0162333996085,17.1798399011894,2.50372257287924
"AH3",2.4896765968029,20.7203843800461,6.18316292399224
"BYam",7.49343553530812,21.9861699036961,7.84178850223989
"AH3",1.7888027584885,19.9434739704391,2.34695483583607
